Sentence,Errors
John locked Fido in the garage and Mary did so in the room.,[]
John ate a carrot and Mary did so a radish.,[]
Kim depends at Sandy.,"[{'ruleId': 'DEPEND_ON', 'message': 'The verb ‘to depend’ requires the preposition ‘(up)on’.', 'suggestions': ['depends on']}]"
John met in the park a student.,[]
The problem disappeared the accusation.,[]
The boy gave the book.,[]
Sketch by his students appeared in the magazine.,[]
The king of Rock and Roll is more popular than the one of country music.,[]
John put in the box.,[]
In the box put John the book.,[]
John disappeared Bill.,[]
John coughed the money.,[]
John carried to the door.,[]
Oliver ascribed his longevity there.,[]
Oliver mentioned Charles the problem.,[]
Oliver fined ten pounds to the prisoner.,[]
Oliver drove me a lunatic.,[]
Oliver addressed the king the letter.,[]
Kim put the book.,[]
Is putting the book in the box.,[]
Talked with Bill about the exam.,[]
They want to wrote to her.,"[{'ruleId': 'HAS_TO_APPROVED_BY', 'message': 'It appears that the verb form is incorrect or a word is missing.', 'suggestions': ['be written', 'write']}]"
They want to are kind to her.,[]
The student knowing the answers.,[]
The student known the answers.,[]
The monkeys kept forgot their lines.,"[{'ruleId': 'KEEP_SEEING', 'message': 'After the verb ‘keep’, the progressive form of ‘forget’ should be used.', 'suggestions': ['forgetting']}]"
The monkeys kept forgotten their lines.,[]
We caught them ate the bananas.,[]
We caught them eat the bananas.,[]
We caught them eaten the bananas.,[]
John made Mary to cook Korean food.,[]
John made Mary cooking Korean food.,[]
He seems intelligent to study medicine.,[]
Monkeys are eager leaving the compound.,[]
The chickens seem fond with the farmer.,[]
The foxes seem compatible for the chickens.,[]
These are similar with the bottles.,[]
The teacher is proud with his students.,[]
The contract is subject for approval by my committee.,[]
There runs a man in the park.,[]
There sings a man loudly.,[]
Tom tried for Bill to ask a question.,[]
Tom tends for Mary to avoid confrontations.,[]
Joe hoped for Beth to find a solution.,[]
She pinched that he feels pain.,[]
We hope the availability of such a vaccine in ten years.,[]
That John coughs loves Bill.,[]
That Tom missed the lecture was enjoyable.,[]
For John to remove the mother is undeniable.,[]
How much money Gordon spent is true.,[]
Alan is thinking about that his students are eager to learn English.,[]
Fred is counting on for Tom to make an announcement.,[]
Why don't you leaving me concentrate on my work?,"[{'ruleId': 'PRP_VBG', 'message': ""An auxiliary verb seems to be missing from this progressive structure. Did you mean “you're leaving”, “you are leaving”, or “you were leaving”?"", 'suggestions': [""you're leaving"", 'you are leaving', 'you were leaving']}]"
The general commended that all troops was in dress uniform.,[]
My morning routine features swim free styles slowly for one hour.,[]
You should avoid to travel in the rush hour.,[]
You should attempt answering every question.,[]
The authorities blamed Greenpeace with the bombing.,[]
The authorities charged the students of the cheating.,[]
Sharon has been eager finishing the book.,[]
We respect Mary's desire for becoming famous.,[]
John referred from the building.,[]
John died to heart disease.,[]
We were glad what to do.,[]
She was busy to make lunch.,[]
We made them are rude.,[]
Book is available in most countries.,[]
Student studies English for 4 hours a day.,[]
President Lincoln delivered her Gettysburg Address in 1863.,[]
"After reading the pamphlet, Judy threw them into the garbage can.",[]
The characters in Shakespeare's Twelfth Night lives in a world that has been turned upside-down.,[]
You are the only person that I can rely on.,[]
He are the only person that I can rely on.,"[{'ruleId': 'PERS_PRONOUN_AGREEMENT', 'message': 'Use third-person verb with ‘He’.', 'suggestions': ['is', 'was']}]"
The boys swim.,[]
Five pounds are a lot of money.,[]
Two drops sanitize anything in your house.,[]
Fifteen dollars in a week are not much.,[]
Fifteen years represent a long period of his life.,[]
Two miles are as far as they can walk.,[]
She doesn't believe much story.,[]
We listened to as little speech as possible.,[]
How much fresco did the flood damage?,[]
I read some book.,[]
One people was dying of thirst.,[]
One of the story has appeared in your newspaper.,[]
It is an alive fish.,[]
They are afraid people.,"[{'ruleId': 'I_AFRAID', 'message': 'The adjective ‘afraid’ is used with ‘of’.', 'suggestions': ['afraid of people']}]"
This objection is main.,[]
This fact is key.,[]
John in the doorway waved to his father.,[]
He in the doorway waved to his father.,[]
The committee has all now resigned.,[]
The crew has both agreed to change sponsor.,[]
Her family are all avid skiers.,[]
A variety of styles have been in vogue for the last year.,[]
The committee hasn't yet made up their mind.,[]
The committee haven't yet made up its mind.,[]
"That dog is so ferocious, it even tried to bite himself.",[]
I washed me.,[]
You washed myself.,[]
I washed yourself.,[]
Harry says that Sally dislikes himself.,[]
Sally wishes that everyone would praise herself.,[]
Sally believes that herself is brilliant.,[]
John to fix the computer.,[]
Seems John to fix the computer.,[]
It tries to be warm in September.,[]
It hopes to bother Kim that they resigned.,[]
There tries to be warm in September.,[]
There hopes to bother Kim that they resigned.,[]
It is eager to please Kim.,[]
John seems to be easy to fool Ben.,[]
John is likely to be kept on participants.,[]
There tried to be riots in Seoul.,[]
It tried to bother me that Chris lied.,[]
Tabs try to be kept on Bob by the FBI.,[]
That he is clever is eager to be obvious.,[]
Stephen persuaded it to be easy to please Kim.,[]
Stephen persuaded there to be a fountain in the park.,[]
Stephen persuaded the cat to be out of the bag.,[]
It seemed to be intelligent.,[]
It tried to be intelligent.,[]
There tried to be intelligent.,[]
It tried to rain.,[]
There tried to be a fountain in the park.,[]
It seems to be a fountain in the park.,[]
John seems to be a fountain in the park.,[]
We believed it to be a fountain in the park.,[]
There tries to leave the country.,[]
We believed it to try to leave the country.,[]
We believed there to try to leave the country.,[]
They persuaded it to rain.,[]
They promised it to rain.,[]
Under the bed wants to be a fun place to hide.,[]
John seems to rain.,[]
John is likely to appear that he will win the game.,[]
Beth tried for Bill to ask a question.,[]
He believed there to be likely that he won the game.,[]
It is likely to seem to be arrogant.,[]
Sandy appears that Kim is happy.,[]
Dana would be unlikely for Pat to be called upon.,[]
Robin is nothing in the box.,[]
It said that Kim was happy.,[]
There preferred for Sandy to get the job.,[]
There are only one chemical substance involved in nerve transmission.,[]
There is more chemical substances involved in nerve transmission.,[]
There is believed to be a sheep in the park.,[]
There are likely to be no student absent.,[]
We expect the dentist to examine ourselves.,[]
We persuaded the dentist to examine ourselves.,[]
We persuaded them to examine them.,[]
Tom kicked not a ball.,[]
Left Tom the party already?,[]
John leftn't the party early.,"[{'ruleId': 'MORFOLOGIK_RULE_EN_US', 'message': 'Possible spelling mistake found.', 'suggestions': ['left', 'Left', 'lefty', 'lefts']}, {'ruleId': 'EN_UNPAIRED_QUOTES', 'message': ""Unpaired symbol: ‘'’ seems to be missing"", 'suggestions': []}]"
"If anybody keeps spoiling the children, John keeps.",[]
"You didn't leave, left you?",[]
She believed never his story.,"[{'ruleId': 'ADVERB_WORD_ORDER', 'message': 'The adverb ‘never’ is usually put before the verb ‘believed’.', 'suggestions': ['never believed']}]"
Our team played all well.,[]
The house is been remodelling.,"[{'ruleId': 'BEEN_PART_AGREEMENT', 'message': 'Did you mean “is being” or “has been”?', 'suggestions': ['is being', 'has been']}, {'ruleId': 'MORFOLOGIK_RULE_EN_US', 'message': 'Possible spelling mistake. ‘remodelling’ is British English.', 'suggestions': ['remodeling']}]"
Margaret has had already left.,[]
He has will seeing his children.,"[{'ruleId': 'MD_BASEFORM', 'message': 'Modal verbs like ‘can’ or ‘will’ require the following verb to be in its base form.', 'suggestions': ['see', 'be seeing']}]"
He has been must being interrogated by the police at that very moment.,[]
Mary not avoided Bill.,[]
There hopes to finish the project.,[]
The bus hopes to be here at five.,[]
I hope to can study in France.,[]
John stopped can to sign in tune.,[]
John stopped canning to sign in tune.,[]
John wills leave the party early.,[]
John can kicked the ball.,"[{'ruleId': 'MD_BASEFORM', 'message': 'The modal verb ‘can’ requires the verb’s base form.', 'suggestions': ['kick']}]"
John can kicking the ball.,"[{'ruleId': 'MD_BASEFORM', 'message': 'Modal verbs like ‘can’ or ‘will’ require the following verb to be in its base form.', 'suggestions': ['kick', 'be kicking']}]"
John can to kick the ball.,[]
John will kicked the ball.,"[{'ruleId': 'MD_BASEFORM', 'message': 'The modal verb ‘will’ requires the verb’s base form.', 'suggestions': ['kick']}]"
John will to kick the ball.,[]
Kim must bakes a cake.,"[{'ruleId': 'MD_BASEFORM', 'message': 'The modal verb ‘must’ requires the verb’s base form.', 'suggestions': ['bake']}]"
Kim must baked a cake.,"[{'ruleId': 'MD_BASEFORM', 'message': 'The modal verb ‘must’ requires the verb’s base form.', 'suggestions': ['bake']}]"
Kim must will bake a cake.,"[{'ruleId': 'TWO_CONNECTED_MODAL_VERBS', 'message': 'Two modal verbs in a row. Did you mean: “must, will”, “must” or “will”?', 'suggestions': ['must, will', 'must', 'will']}]"
It may exist a man in the park.,[]
It is vital that we will study everyday.,"[{'ruleId': 'EVERYDAY_EVERY_DAY', 'message': '‘Everyday’ is an adjective. Did you mean “every day”?', 'suggestions': ['every day']}]"
Americans have paying income tax ever since 1913.,[]
George has went to America.,"[{'ruleId': 'HAVE_PART_AGREEMENT', 'message': 'It appears that the past participle should be used here.', 'suggestions': ['gone']}]"
They expected us to do leave him.,[]
They expected us to should leave him.,[]
I found myself doing need sleep.,[]
He does be leaving.,[]
He does have been eating.,[]
They will do come.,[]
John may rain.,[]
John did not rain.,[]
He might do leave.,[]
He does can leave here.,[]
He does may leave here.,[]
Jim does have supported the theory.,[]
The proposal did be endorsed by Clinton.,[]
I do not have sung.,[]
I do not be happy.,[]
John believed Kim to do not leave here.,[]
John believed Kim to leaving here.,[]
John did not leaving here.,"[{'ruleId': 'AUXILIARY_DO_WITH_INCORRECT_VERB_FORM', 'message': 'After the auxiliary verb ‘do’, use the base form of a verb. Did you mean “leave”?', 'suggestions': ['leave']}]"
John expect to must leave.,"[{'ruleId': 'HE_VERB_AGR', 'message': 'The singular proper name ‘John’ must be used with a third-person or a past tense verb.', 'suggestions': ['expects', 'expected']}]"
John did not may leave.,[]
Speaking not English is a disadvantage.,[]
Lee likes not Kim.,[]
Lee is believed to like not Kim.,[]
Lee not left.,[]
John not left the town.,[]
John not could leave the town.,[]
"Mary sang a song, but Lee did never.",[]
"The president could not approve the bill, could he?",[]
Better you not drink.,[]
"They can't do it, can't they?",[]
"They can't do it, can he?",[]
"Kim considered joining the navy, but I never considered.",[]
"Kim wanted to go and Sandy wanted, too.",[]
"Mary sang a song, but Lee could never.",[]
Ann may spending her vacation in Italy.,"[{'ruleId': 'MD_BASEFORM', 'message': 'Modal verbs like ‘can’ or ‘will’ require the following verb to be in its base form.', 'suggestions': ['spend', 'be spending']}]"
Ann may spends her vacation in Italy.,"[{'ruleId': 'MD_BASEFORM', 'message': 'The modal verb ‘may’ requires the verb’s base form.', 'suggestions': ['spend']}]"
Ann may spent her vacation in Italy.,"[{'ruleId': 'MD_BASEFORM', 'message': 'The modal verb ‘may’ requires the verb’s base form.', 'suggestions': ['spend']}]"
It has raining every day for the last week.,"[{'ruleId': 'PRP_HAVE_VB', 'message': 'The inflection of the verb “raining” seems to be incorrect here.', 'suggestions': ['rained', 'been raining', 'to rain']}]"
It has rains every day for the last week.,[]
It has rain every day for the last week.,[]
Tagalog is speak in the Philippines.,"[{'ruleId': 'BEEN_PART_AGREEMENT', 'message': 'Consider using either the past participle “spoken” or the present participle “speaking” here.', 'suggestions': ['spoken', 'speaking']}]"
Tagalog is speaks in the Philippines.,"[{'ruleId': 'IS_VBZ', 'message': 'The verb form seems incorrect.', 'suggestions': ['is speaking', 'it speaks', 'speaks']}]"
Tagalog is spoke in the Philippines.,"[{'ruleId': 'BEEN_PART_AGREEMENT', 'message': 'Consider using either the past participle “spoked”, “spoken” or the present participle “speaking”, “spoking” here.', 'suggestions': ['spoked', 'spoken', 'speaking', 'spoking']}]"
The roof is leaked.,[]
The roof is leaks.,[]
George is having lived in Toledo for thirty years.,[]
The house is been remodeling.,"[{'ruleId': 'BEEN_PART_AGREEMENT', 'message': 'Did you mean “is being” or “has been”?', 'suggestions': ['is being', 'has been']}]"
A medal was been given to the mayor by the sewer commissioner.,"[{'ruleId': 'WAS_BEEN', 'message': 'Did you mean “was” or “has been”?', 'suggestions': ['was', 'has been']}]"
Does John have gone to the library?,[]
"John seems fond of ice cream, and Bill seems, too.",[]
Sam may have been being interrogating by the FBI.,[]
Sam may be had been interrogating by the FBI.,[]
"He had hardly collected the papers on his desk, hadn't he?",[]
"He never achieved anything, didn't he?",[]
"As a statesman, scarcely he could do anything worth mentioning.",[]
Any zebras can't fly.,[]
Anything hasn't happened to his optimism.,[]
Any of the citizens hardly ever say anything.,[]
John has taken to the library.,[]
John has chosen for the position.,[]
The guide has been taken John to the library.,[]
The department has been chosen John for the position.,[]
Pat handed to Chris.,[]
Pat handed a book.,[]
A book was handed by Pat.,[]
A book was handed.,[]
They believe Stephen to be easy to annoy Ben.,[]
Stephen is believed to be easy to annoy Ben.,[]
Kim is resembled by the model in nearly every detail.,[]
You are not fitted by the coat.,[]
My mother bore me in 1970.,[]
Everyone rumored that he was on his way out.,[]
They said him to be rich.,"[{'ruleId': 'SAY_TELL', 'message': '‘Say’ cannot be followed by a direct personal object. Did you mean “told”?', 'suggestions': ['told']}]"
They reputed him to be a good scholar.,[]
The capital was gathered near by a crowd of people.,"[{'ruleId': 'NEAR_BY', 'message': 'Did you mean “nearby”?', 'suggestions': ['nearby']}]"
The hot sun was played under by the children.,[]
Everything was paid twice for.,[]
Your books were gone most thoroughly over.,[]
He is looked generally on as selfish.,[]
Pavarotti relied on Loren and Bond Hepburn.,[]
Loren was relied on by Pavarotti and Hepburn on by Bond.,[]
New York was slept in.,[]
The lake was camped beside by my sister.,[]
Six inches were grown by the boy.,[]
A mile to work was run by him.,[]
San Francisco has been lived in by my brother.,[]
Seoul was slept in by the businessman last night.,[]
The lesson got read by a priest.,[]
The letter got written by a poet.,[]
Tom got understood to have asked for a refund.,[]
Mary got heard to insult her parents.,[]
Which man did you talk?,[]
To which man did you talk to?,[]
Who did Kim work for and Sandy rely?,"[{'ruleId': 'RELY_ON', 'message': 'The verb ‘rely’ requires the preposition ‘on’ (or ‘upon’).', 'suggestions': ['rely on']}]"
Who did Kim work for and Sandy rely on Mary?,[]
You can rely on that he will help you.,[]
We talked about that he was sick for days.,[]
Who did you see and a picture of?,[]
Who do you believe that invited Sara?,[]
Who do you think that would be nominated for the position?,[]
Tom denied which book he had been reading.,[]
Tom claimed how much money she had spent.,[]
John inquired that he should read it.,[]
Peter will decide that we should review the book.,[]
Kim has wondered that Gary stayed in the room.,[]
Kim asked me that the monkeys are very fond of chocolates.,[]
John knows whose book Mary bought and Tom talked.,[]
I am not certain about if he will come.,[]
I am not certain about if he will go or not.,[]
I don't know if to agree with him.,[]
I don't know that to agree with him or not.,[]
Fred knows which politician for Karen to vote for.,[]
Fred knows which politician for her to vote for.,[]
Karen asked where for Jerry to put the chairs.,[]
Karen asked where for him to put the chairs.,[]
I wonder if on which shelve John will put the book.,[]
I wonder what city that Romans destroyed.,[]
John was wondering to whom he was referring to.,[]
Who do you think that has given the tickets to Bill?,[]
What city will Fred say that Mary thinks that John lives?,[]
On whom does Dana believe Chris knows Sandy trusts?,[]
The politician denied how the opponent was poisoned.,[]
Fred knows which book for the children to read during the summer vacation.,[]
This needs mending the shoe.,[]
He mended.,[]
This needs investigating the problem.,[]
They investigated.,[]
Pictures of whom appeared in the newspaper?,[]
the paper to finish by tomorrow is too long.,"[{'ruleId': 'UPPERCASE_SENTENCE_START', 'message': 'This sentence does not start with an uppercase letter.', 'suggestions': ['The']}]"
the person stand on my foot is heavy.,"[{'ruleId': 'UPPERCASE_SENTENCE_START', 'message': 'This sentence does not start with an uppercase letter.', 'suggestions': ['The']}]"
the person stood on my foot is heavy.,"[{'ruleId': 'UPPERCASE_SENTENCE_START', 'message': 'This sentence does not start with an uppercase letter.', 'suggestions': ['The']}]"
The student met the senator John met Bill.,[]
The student met the senator that John met Bill.,[]
The student met the senator for John to meet Bill.,[]
Jack is the person whom Jenny fell in love.,[]
The student met John came.,[]
The problem intrigued us bothered me.,[]
Every essay she's written and which I've read is on that pile.,[]
Every essay she's written and that I've read is on that pile.,[]
the student that's turn it was left.,"[{'ruleId': 'UPPERCASE_SENTENCE_START', 'message': 'This sentence does not start with an uppercase letter.', 'suggestions': ['The']}]"
the pencil with that he is writing broke.,"[{'ruleId': 'UPPERCASE_SENTENCE_START', 'message': 'This sentence does not start with an uppercase letter.', 'suggestions': ['The']}]"
a pencil with that to write broke.,"[{'ruleId': 'UPPERCASE_SENTENCE_START', 'message': 'This sentence does not start with an uppercase letter.', 'suggestions': ['A']}]"
The people in who we placed our trust left.,[]
The person with who we were talking left.,[]
Karen asked where for Washington to put the chairs.,[]
I met John who grows peaches.,[]
I met her who grows peaches.,[]
"Every student, who attended the party, had a good time.",[]
"No student, who scored 80 or more in the exam, was ever failed.",[]
"The contestant, who is the judge's brother-in-law, who won the first prize sang dreadfully.",[]
Who did he believe the claim that he had never met?,[]
Which celebrity did he mention the fact that he had run into?,[]
"The knife, that he threw into the sea had a gold handle.",[]
What did Bill cook and wash the dishes?,[]
What did Bill cook supper and wash?,[]
What did he refute the proof that you cannot square?,[]
Which professor did they meet someone who knows?,[]
Who is that he has met extremely unlikely?,[]
What did John wonder who would win?,[]
Which rebel leader did you hear Cheney's rumor that the CIA assassinated?,[]
What did Herb start to play only after he drank?,[]
Who did Herb believe the claim that cheated?,[]
What was that the Vikings ate a real surprise to you?,[]
What did you meet someone who understands?,[]
To please John is eager.,[]
It is eager to please John.,[]
To please John is ready.,[]
It is ready to please John.,[]
This doll is hard to see it.,[]
The child is impossible to teach him.,[]
The problem is easy to solve the question.,[]
John is eager to examine.,[]
John is eager to find.,[]
Kim is eager to recommend.,[]
I believe that the problem is not easy to be obvious.,[]
Surprised me that you came early.,[]
I made to settle the matter my objective.,[]
I owe that the jury acquitted me to you.,[]
I believe that the world is round strongly.,[]
It was to finish the homework that John tried.,[]
It is that Bill is honest that John believes.,[]
Wear it like that is what you do.,[]
They caught her without a license is what happened.,[]
That you have done it really well is what I meant.,[]
It is order one first that you should do first.,[]
Order one first is what you should do.,[]
When I read them and enjoyed them was not until I was perhaps twenty-five.,[]
Not until I was perhaps twenty-five was when I read them and enjoyed them.,[]
That gets you so involved is the writer.,[]
The writer is that gets you so involved.,[]
On which I consulted with the chairman of the Select Committee was this matter.,[]
This matter was on which I consulted with the chairman of the Select Committee.,[]
Lee wants to meet who Kim hired.,[]
Lee solved the puzzle how Kim solved it.,[]
Which book he read the book was that one.,[]
To whom I gave the cake is John.,[]
That brought the letter is Bill.,[]
John that we are looking for showed up.,[]
It is Kim on whom that Sandy relies.,[]
It is Kim on whom Sandy relies on.,[]
It is Kim whom Sandy relies.,"[{'ruleId': 'RELY_ON', 'message': 'The verb ‘rely’ requires the preposition ‘on’ (or ‘upon’).', 'suggestions': ['relies on']}]"
To whom do you think it is the book that Mary gave?,[]
It is on Kim on whom Sandy relies.,[]
I have any potatoes.,[]
At least three girls saw anything.,[]
Some girl who saw anything was happy.,[]
I don't have almost any potatoes.,[]
Every boy has any potatoes.,[]
It's not the case that every boy has any potatoes.,[]
Even Sue said anything.,[]
Each candidate who has any interest in semantics will be admit ted to the department.,"[{'ruleId': 'MD_BE_NON_VBP', 'message': 'There may an error in the verb form ‘be admit’.', 'suggestions': ['be admitted', 'be admitting', 'admit', 'be to admit']}]"
I'm glad that I ever met him.,[]
I'm sure that I ever met him.,[]
I'm glad I saw anybody.,[]
I'm sure we got any tickets!,[]
"It isn't because Sue said anything bad about me that I'm angry, although she did say some bad things about me.",[]
Almost an owl hunts mice.,[]
Absolutely an owl hunts mice.,[]
Would each the men have been working?,[]
Would not the men enjoy that?,"[{'ruleId': 'SENT_START_ARE_NOT_ARENT_FORMAL', 'message': 'Questions beginning with ‘Would not’ can sound very formal.', 'suggestions': [""Wouldn't""]}]"
The men would all not have been working.,[]
John believes that Fred likes steak that Joe likes pizza.,[]
That he was hungry was whined by John.,[]
It proves that John is the murderer that he has blood on his hands.,[]
John is believed to be certain by everyone that Fred is crazy.,[]
How easy to please John is it?,[]
How difficult to study for the exam was it?,[]
How hard to read the book was it?,[]
How easy to tease John it is!,[]
How hard to read the book it was!,[]
To whom the book did you give.,[]
The book to whom did you give.,[]
"He's a man to whom as for liberty, we could never grant it.",[]
"He's a man to whom liberty, we could never grant it.",[]
John ate after getting home the steak.,[]
I considered Fred after the party crazy.,[]
1 put the book after the party on the table.,[]
I worded the telegram after the party tersely.,[]
"Because she's so pleasant, Mary I really like her.",[]
"Handsome though I believe the claim that Tom is, I still won't date him.",[]
"Handsome though they told me that Tom is, I still won't date him.",[]
"Handsome though my friends suggested that Mary thinks that Tom is, I still won't date him.",[]
"Will, after John comes home, Sally take a shower?","[{'ruleId': 'HE_VERB_AGR', 'message': 'The singular proper name ‘Sally’ must be used with a third-person or a past tense verb.', 'suggestions': ['takes', 'took']}]"
I would prefer that he have not finished.,[]
"Those people will, after the party, not come home.",[]
Jack eats more caviar than he sleeps.,[]
I am angrier than sad.,[]
Mary is more than five feet short.,[]
They think she is too much happy.,[]
Mary speaks so much gently.,[]
A tangerine isn't as much different from an orange as I'd thought.,[]
John is as much intelligent as Mary.,[]
Sally eats pretty often the stuff.,[]
Sally eats more the stuff.,[]
Susan doesn't eat enough her vegetables.,[]
Sally enough eats caviar.,[]
Enough Sally eats caviar.,[]
She has enough a problem as it is.,[]
She has enough problem as it is.,[]
She has problem enough as it is.,[]
She has enough of problems as it is.,[]
He seems enough intelligent for you.,[]
She speaks enough clearly to be understood.,[]
He's enough of the coward to pull the trigger.,[]
More of a man is here.,[]
I've kicked more of a man than you have.,[]
I've known more of a man than Frank.,[]
He looks so much formidable.,[]
She speaks too much clearly.,[]
Harry got to be as much of the celebrity as his father.,[]
As much of a man is here.,[]
I've seen as much of a coward as Frank.,[]
We ate enough a pudding to satisfy us.,[]
We ate enough the puddings to satisfy us.,[]
He's the bit of a gossip.,[]
He's fool.,[]
He's a fool enough to try it.,[]
She's just enough tall.,[]
She's enough tall.,[]
She speaks enough clearly.,[]
He's a that reliable man.,[]
He's a too reliable man.,[]
He's an as reliable man.,[]
He's a so reliable man.,[]
He's more reliable a man.,[]
He's reliable enough a man.,[]
Not more reliable a man could be found.,[]
Any more reliable a man could not be found.,[]
John is not more reliable a fellow than Bill.,[]
John isn't an any more reliable fellow than Bill.,[]
John is a no more reliable fellow than Bill.,[]
I have six of them more.,[]
I have half a dozen of these marbles too many.,[]
She is as brilliant the woman as her mother.,[]
Fido is the smarter dog than Spot.,[]
It was so awful a picture as it first seemed.,[]
Sally is such a fool as people think.,[]
I gave her so.,[]
So much of a scholar is here.,[]
John is a decidedly too tall man.,[]
That's an obviously so good solution.,[]
She made such a much better reply.,[]
She made such a better reply.,[]
That's the most kind answer that I ever heard.,"[{'ruleId': 'SHORT_SUPERLATIVES', 'message': 'This adjective uses the short superlative form.', 'suggestions': ['the kindest']}]"
That's a most kind answer that I ever heard.,[]
That's a kindest answer that I ever heard.,"[{'ruleId': 'THE_SUPERLATIVE', 'message': 'Use “the” before the superlative.', 'suggestions': ['the']}]"
I've never seen the taller man than my father.,[]
I've never seen the one taller man than my father.,[]
"Mary's happy about her work, and John's about his children.",[]
The table is longer than the door's wide.,[]
I was happier there than I'm here.,[]
I'm sadder than I'm angry.,[]
I'm more worrying than thinking.,[]
I'm sadder than angry.,[]
I'm as sad as angry.,[]
Mary has more than just Bill and Pete friends.,[]
They may grow as much as bamboo high.,[]
Some of them made as many as Joan errors.,[]
John is taller than six feet is.,[]
Mary has more friends that two.,[]
Mary has more friends than just Bill and Pete are.,[]
John is more than five feet short.,[]
Mary has more than Bill has friends enemies.,[]
Bill kissed herself.,[]
Kiss himself.,[]
She knocked himself on the head with a zucchini.,[]
The Joneses think himself the most wealthy guy on the block.,"[{'ruleId': 'MORFOLOGIK_RULE_EN_US', 'message': 'Possible spelling mistake found.', 'suggestions': ['Jones', 'Bonuses', 'Geneses', 'Conses', 'Josses', 'Kineses', 'Onesies', 'Onuses']}]"
Gary and Kevin ran himself into exhaustion.,[]
She hit myself with a hammer.,[]
Who do you wonder what bought?,[]
Toothbrush the is blue.,[]
Who do you think that will question Seamus first?,[]
I expect more than to double my profits.,[]
I expect to double more than my profits.,[]
I expect to double my profits more than.,[]
My red is refrigerator.,[]
Who do you think that saw Bill?,[]
Bunnies carrots eat.,[]
Himself sang to George.,[]
The green loved peanut butter cookies.,[]
The in loved peanut butter cookies.,[]
The sing loved peanut butter cookies.,[]
Quickly walks went to the store.,[]
To the washroom kissed the Blarney stone.,[]
Cat ate the spider.,[]
I ate apple.,[]
I put the box the book.,[]
Susan bought her birthday some flowers.,[]
We ate at.,[]
John and very blue went to the store.,[]
The with milk coffee is hot.,[]
Shannon kissed quietly the kitten.,[]
Herself hit Heidi on the head with a zucchini.,[]
the book with a red cover of poems from Blackwell by Robert Burns takes a very long time to read.,"[{'ruleId': 'UPPERCASE_SENTENCE_START', 'message': 'This sentence does not start with an uppercase letter.', 'suggestions': ['The']}]"
the book with a red cover from Blackwell of poems by Robert Burns takes a very long time to read.,"[{'ruleId': 'UPPERCASE_SENTENCE_START', 'message': 'This sentence does not start with an uppercase letter.', 'suggestions': ['The']}]"
the book with a red cover from Blackwell by Robert Burns of poems takes a very long time to read.,"[{'ruleId': 'UPPERCASE_SENTENCE_START', 'message': 'This sentence does not start with an uppercase letter.', 'suggestions': ['The']}]"
the one of poems with a red cover takes a very long time to read.,"[{'ruleId': 'UPPERCASE_SENTENCE_START', 'message': 'This sentence does not start with an uppercase letter.', 'suggestions': ['The']}]"
I loved intensely the policeman with all my heart.,[]
I loved the policeman the baker intensely with all my heart.,[]
Susan did so the baker.,[]
Two or boring books take a very long time to read.,[]
The man's standing over there hat impressed me greatly.,[]
the man standing over there's the hat impressed me greatly.,"[{'ruleId': 'UPPERCASE_SENTENCE_START', 'message': 'This sentence does not start with an uppercase letter.', 'suggestions': ['The']}]"
I've never seen you ate asparagus.,[]
I've never seen him eats asparagus.,[]
Fabio asked if had Claus run a marathon.,[]
Fabio asked had if Claus run a marathon.,[]
Some man has ever beaten the centaur.,[]
Every man has ever beaten the centaur.,[]
Rosemary hates.,[]
Jennie smiled the microwave.,[]
Traci gave the whale.,[]
Traci gave a lollipop.,[]
John placed the flute.,[]
Megan loves.,[]
Megan loves Jason.,[]
Jennie smiled the sandwich.,[]
placed the flute on the table.,"[{'ruleId': 'UPPERCASE_SENTENCE_START', 'message': 'This sentence does not start with an uppercase letter.', 'suggestions': ['Placed']}]"
John placed on the table.,[]
John placed the flute the violin on the table.,[]
The rock placed the sky with the fork.,[]
John placed the flute the table.,[]
I think for John to like his beer.,[]
I think if John likes his beer.,[]
I ordered for John to drink his beer.,[]
I ordered if John drink his beer.,[]
I inquired that John like his beer.,[]
I inquired John likes his beer.,[]
I inquired for John to like his beer.,[]
I inquired John to like his beer.,[]
Jeff has must eaten the deep fried muffin.,"[{'ruleId': 'PRP_PAST_PART', 'message': 'Did you mean “have eaten” or “eat”?', 'suggestions': ['have eaten', 'eat']}, {'ruleId': 'EN_COMPOUNDS_DEEP_FRIED', 'message': 'This word is normally spelled with a hyphen.', 'suggestions': ['deep-fried']}]"
Jeff not must have eaten the deep fried muffin.,"[{'ruleId': 'EN_COMPOUNDS_DEEP_FRIED', 'message': 'This word is normally spelled with a hyphen.', 'suggestions': ['deep-fried']}]"
Ate Bill his dinner?,[]
Has Calvin a bowl?,[]
Calvin ate not his dinner.,[]
Calvin has not any catnip.,[]
Angus did not his homework.,[]
I have not should eat plums.,[]
I must can eat plums.,"[{'ruleId': 'TWO_CONNECTED_MODAL_VERBS', 'message': 'Two modal verbs in a row. Did you mean: “must, can”, “must” or “can”?', 'suggestions': ['must, can', 'must', 'can']}]"
I have should eat plums.,[]
I want to should eat plums.,[]
Calvin not will eat the beef waffles.,[]
